id;successful_forward_passes_percent;fouls_avg;successful_vertical_passes_percent;dribbles_avg;back_pass_to_gk_avg;forward_passes_avg;deep_completed_cross_avg;successful_attacking_actions_avg;accelerations_avg;third_position;minutes_on_field;prevented_goals;through_passes_avg;height;goals;market_value;foul_suffered_avg;accurate_passes_to_final_third_percent;defensive_duels_won;primary_position_percent;shots_avg;full_name;aerial_duels_won;last_club_name;back_passes_avg;shots;progressive_run_avg;successful_through_passes_percent;received_long_pass_avg;successful_dribbles_percent;crosses_avg;current_team_logo;duels_avg;successful_cross_from_left_percent;goalkeeper_exits_avg;domestic_competition_name;accurate_short_medium_pass_percent;key_passes_avg;pre_assist_avg;passport_country_codes;xg_shot;non_penalty_goal;foot;total_matches;defensive_duels_avg;short_medium_pass_avg;long_passes_avg;tackle_avg;passes_avg;cross_from_right_avg;conceded_goals;direct_free_kicks_taken_avg;deep_completed_pass_avg;passes_to_final_third_avg;shots_against;direct_free_kicks_on_target_percent;offensive_duels_won;smart_passes_avg;penalties_conversion_percent;free_kicks_taken_avg;aerial_duels_avg;cross_to_goalie_box_avg;birth_date;yellow_cards_avg;pre_pre_assist_avg;accurate_passes_percent;birth_country_code;xg_shot_avg;xg_assist;duels_won;conceded_goals_avg;image;successful_long_passes_percent;assists_avg;accurate_crosses_percent;on_loan;current_team_name;yellow_cards;weight;possession_adjusted_interceptions;offensive_duels_avg;positions;pass_to_penalty_area_avg;cross_from_left_avg;accurate_smart_passes_percent;penalties_taken;red_cards_avg;head_goals;progressive_pass_avg;received_pass_avg;name;average_pass_length;secondary_position_percent;successful_progressive_pass_percent;xg_save_avg;current_team_color;successful_back_passes_percent;successful_defensive_actions_avg;possession_adjusted_tackle;corners_taken_avg;shot_assists_avg;clean_sheets;red_cards;shot_block_avg;head_goals_avg;xg_save;interceptions_avg;assists;primary_position;goal_conversion_percent;average_long_pass_length;successful_cross_from_right_percent;save_percent;goals_avg;passport_country_names;gk_aerial_duels_avg;prevented_goals_avg;contract_expires;accurate_pass_to_penalty_area_percent;vertical_passes_avg;birth_day;non_penalty_goal_avg;shots_on_target_percent;xg_assist_avg;touch_in_box_avg;secondary_position;shots_against_avg;age;third_position_percent;birth_country_name;League;Group;primary_position_ESP;position_gen_ESP1;secondary_position_ESP;position_gen_ESP2;third_position_ESP;position_gen_ESP3
-557550;83.87;0.0;96.15;0.0;0.92;28.47;0.0;0.0;0.0;0;98;0.0;0.92;0;0;0;0.0;77.78;0.0;100;0.0;Alejandro Gabriel Campos Preda;0.0;getafe b;0.92;0;2.76;0.0;1.84;0.0;0.0;0;5.51;0.0;0.0;0;94.44;0.0;0.0;['ESP'];0.0;0;;1;1.84;49.59;6.43;0.92;56.02;0.0;0;0.0;0.0;8.27;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2006-08-14;0.0;0.0;90.16;ESP;0.0;0.0;16.67;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;57.14;0.0;0.0;False;0;0;0;6.32;0.0;['RCB'];0.92;0.0;0.0;0;0.0;0;11.94;37.65;Álex Campos;22.47;0;92.31;0.0;0;100.0;4.59;1.58;0.0;0.0;0;0;0.92;0.0;0.0;3.67;0;RCB;0.0;42.68;0.0;0.0;0.0;['Spain'];0.0;0.0;0;100.0;23.88;2006-08-14;0.0;0.0;0.0;0.0;0;0.0;18.0;0;Spain;Segunda RFEF;5.0;Defensa Central Derecho;Central;Desconocido;Desconocido;Desconocido;Desconocido
-297717;50.0;2.57;50.0;5.14;0.0;5.14;1.29;1.29;1.29;0;70;0.0;0.0;178;0;0;0.0;0.0;75.0;100;1.29;Taufek Bayoud;25.0;xerez;2.57;1;1.29;0.0;1.29;0.0;6.43;https://cdn5.wyscout.com/photos/team/public/782_120x120.png;28.29;20.0;0.0;Segunda Division RFEF;87.5;0.0;0.0;['ESP'];0.04;0;right;1;5.14;10.29;2.57;0.0;18.0;0.0;0;0.0;0.0;1.29;0;0.0;10.0;0.0;0.0;1.29;5.14;0.0;2001-03-15;0.0;0.0;57.14;ESP;0.05;0.0;22.73;0.0;https://cdn5.wyscout.com/photos/players/public/g-297717_100x130.png;0.0;1.29;20.0;True;Xerez;0;70;5.45;12.86;['LAMF'];3.86;6.43;0.0;0;0.0;0;1.29;9.0;Taufek Bayoud;23.71;0;100.0;0.0;000000;100.0;6.43;0.0;0.0;0.0;0;0;0.0;0.0;0.0;2.57;1;LAMF;0.0;57.04;0.0;0.0;0.0;['Spain'];0.0;0.0;0;33.33;7.71;2001-03-15;0.0;0.0;0.0;1.29;0;0.0;24.0;0;Spain;Segunda RFEF;4.0;Mediocampista Ofensivo Izquierdo;Mediapunta;Desconocido;Desconocido;Desconocido;Desconocido
-696018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;3;0.0;0.0;0;0;0;0.0;0.0;0.0;100;0.0;Unax Vázquez Iza;0.0;gernika;0.0;0;0.0;0.0;0.0;0.0;0.0;https://cdn5.wyscout.com/photos/team/public/g9470_120x120.png;0.0;0.0;0.0;Segunda Division RFEF;0.0;0.0;0.0;['ESP'];0.0;0;;1;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;ESP;0.0;0.0;0.0;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;0.0;0.0;0.0;False;Gernika;0;0;0.0;0.0;['CF'];0.0;0.0;0.0;0;0.0;0;0.0;0.0;U. Vázquez Iza;0.0;0;0.0;0.0;000000;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0;CF;0.0;0.0;0.0;0.0;0.0;['Spain'];0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;Spain;Segunda RFEF;2.0;Delantero Centro;Delantero;Desconocido;Desconocido;Desconocido;Desconocido
-689882;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;16;0.0;0.0;0;0;0;0.0;0.0;0.0;60;0.0;Unax Muniozguren Alonso;0.0;gernika;0.0;1;0.0;0.0;0.0;0.0;0.0;https://cdn5.wyscout.com/photos/team/public/g9470_120x120.png;0.0;0.0;0.0;Segunda Division RFEF;0.0;0.0;0.0;['ESP'];0.0;0;;2;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;ESP;0.0;0.0;0.0;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;0.0;0.0;0.0;False;Gernika;0;0;0.0;0.0;['LAMF', 'RCMF3'];0.0;0.0;0.0;0;0.0;0;0.0;0.0;U. Muniozguren Alonso;14.11;39;0.0;0.0;000000;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0;LAMF;0.0;14.63;0.0;0.0;0.0;['Spain'];0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;RCMF3;0.0;0.0;0;Spain;Segunda RFEF;2.0;Mediocampista Ofensivo Izquierdo;Mediapunta;Desconocido;Desconocido;Desconocido;Desconocido
-425205;33.33;1.88;60.0;0.0;0.0;4.22;0.0;0.47;0.0;0;192;0.0;0.0;0;0;0;0.94;50.0;55.56;83;1.88;Héctor Tejada Ruiz;40.0;cornellà;5.63;4;0.47;0.0;1.41;0.0;0.47;https://cdn5.wyscout.com/photos/team/public/g11768_120x120.png;24.84;0.0;0.0;Segunda Division RFEF;73.33;0.0;0.0;['ESP'];0.79;0;;9;4.22;14.06;0.94;0.0;15.47;0.47;0;0.0;0.0;1.88;0;0.0;17.65;0.0;0.0;0.0;7.03;0.0;2005-01-01;0.0;0.0;69.7;ESP;0.37;0.0;32.08;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;50.0;0.0;0.0;False;Cornellà;0;0;2.9;7.97;['CF'];0.94;0.0;0.0;0;0.0;0;1.41;11.25;Héctor Tejada;12.44;0;66.67;0.0;008000;91.67;3.75;0.0;0.0;0.0;0;0;0.47;0.0;0.0;1.41;0;CF;0.0;4.65;0.0;0.0;0.0;['Spain'];0.0;0.0;0;0.0;2.34;2005-01-01;0.0;25.0;0.0;6.56;0;0.0;20.0;0;Spain;Segunda RFEF;3.0;Delantero Centro;Delantero;Desconocido;Desconocido;Desconocido;Desconocido
-239185;62.45;1.03;84.12;1.21;0.73;14.33;0.42;1.15;0.06;0;1489;0.0;0.36;0;1;0;0.97;58.14;64.74;74;0.48;Javier Urzaiz Tudela;51.06;ejea;4.35;8;0.97;16.67;1.15;45.0;1.33;https://cdn5.wyscout.com/photos/team/public/g9861_120x120.png;18.44;40.0;0.0;Segunda Division RFEF;83.45;0.24;0.06;['ESP'];0.35;1;;22;9.43;25.57;6.35;0.0;33.12;0.73;0;0.0;0.12;5.2;0;0.0;39.39;0.06;0.0;0.0;2.84;0.06;2002-01-02;0.18;0.0;74.45;ESP;0.02;0.86;53.44;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;45.71;0.06;31.82;False;Ejea;3;0;6.6;3.99;['RB', 'LB'];1.63;0.6;100.0;0;0.0;0;8.04;19.76;J. Urzaiz Tudela;20.13;18;63.91;0.0;4a65ae;87.5;10.64;0.0;0.0;0.48;0;0;0.3;0.0;0.0;4.53;1;RB;12.5;32.05;25.0;0.0;0.06;['Spain'];0.0;0.0;0;40.74;10.28;2002-01-02;0.06;25.0;0.05;0.54;LB;0.0;23.0;0;Spain;Segunda RFEF;2.0;Lateral Derecho;Lateral;Lateral Izquierdo;Lateral;Desconocido;Desconocido
-284464;66.12;0.0;98.45;0.0;0.0;18.96;0.0;0.0;0.0;0;1443;-1.52;0.12;187;0;0;0.19;46.24;100.0;100;0.0;Rafael Fernández Rodríguez;100.0;subiza;0.0;0;0.0;50.0;0.44;0.0;0.0;https://cdn5.wyscout.com/photos/team/public/g22447_120x120.png;0.69;0.0;2.37;Segunda Division RFEF;97.27;0.0;0.0;['ESP'];0.0;0;left;15;0.19;15.97;15.47;0.12;31.43;0.0;27;0.0;0.06;5.8;103;0.0;0.0;0.0;0.0;0.0;0.37;0.0;2004-05-02;0.0;0.0;78.77;ESP;0.0;0.04;100.0;1.68;https://cdn5.wyscout.com/reports-img/photo-not-found.png;59.68;0.0;0.0;False;Subiza;0;77;4.9;0.0;['GK'];0.5;0.0;0.0;0;0.0;0;10.29;15.53;Rafael Fernández;39.18;0;75.15;1.59;000000;0.0;3.24;0.21;0.0;0.06;4;0;0.0;0.0;25.48;2.93;0;GK;0.0;51.96;0.0;73.79;0.0;['Spain'];0.37;-0.095;0;25.0;12.1;2004-05-02;0.0;0.0;0.0;0.0;0;6.42;20.0;0;Spain;Segunda RFEF;2.0;Portero;Portero;Desconocido;Desconocido;Desconocido;Desconocido
-664748;44.44;0.74;62.5;0.37;0.0;3.35;0.0;0.0;0.0;0;242;0.0;0.37;0;0;0;2.6;100.0;70.0;80;1.12;Saúl Romero;20.0;cádiz b;1.49;3;0.0;100.0;1.12;0.0;0.74;https://cdn5.wyscout.com/photos/team/public/g9695_120x120.png;21.2;0.0;0.0;Segunda Division RFEF;73.08;0.0;0.0;['ESP'];0.79;0;;9;3.72;9.67;0.37;0.0;10.79;0.37;0;0.0;0.0;0.37;0;0.0;35.29;0.0;0.0;0.0;7.44;0.0;2006-01-19;0.0;0.0;68.97;ESP;0.29;0.0;35.09;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;100.0;0.0;0.0;False;Cádiz B;0;0;1.05;6.32;['CF'];1.12;0.37;0.0;0;0.0;0;0.74;5.58;S. Romero;13.6;0;50.0;0.0;1844a2;100.0;3.35;0.0;0.0;0.0;0;0;0.37;0.0;0.0;0.74;0;CF;0.0;5.6;0.0;0.0;0.0;['Spain'];0.0;0.0;0;0.0;2.98;2006-01-19;0.0;0.0;0.0;1.49;0;0.0;19.0;0;Spain;Segunda RFEF;4.0;Delantero Centro;Delantero;Desconocido;Desconocido;Desconocido;Desconocido
-221507;41.07;2.07;75.51;0.3;0.3;8.29;0.15;0.89;0.15;RCMF;608;0.0;0.15;180;0;0;0.59;54.17;52.38;35;0.59;David Somaza Saiz;16.67;escobedo;7.4;4;0.3;0.0;0.74;100.0;0.44;https://cdn5.wyscout.com/photos/team/public/g9448_120x120.png;15.1;0.0;0.0;Segunda Division RFEF;72.08;0.0;0.15;['ESP'];0.23;0;unknown;15;6.22;22.8;4.0;0.15;27.24;0.44;0;0.15;0.3;3.55;0;100.0;23.08;0.0;0.0;0.89;2.66;0.0;1996-09-09;0.44;0.0;66.3;ESP;0.03;0.62;34.31;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;40.74;0.0;0.0;False;Escobedo;3;65;3.64;3.85;['RCMF3', 'CF', 'RCMF'];1.33;0.0;0.0;0;0.0;0;4.74;17.91;D. Somaza Saiz;19.0;23;43.75;0.0;000000;86.0;5.92;0.21;0.74;0.59;0;0;0.0;0.0;0.0;2.52;0;RCMF3;0.0;32.88;0.0;0.0;0.0;['Spain'];0.0;0.0;0;22.22;7.25;1996-09-09;0.0;100.0;0.09;0.89;CF;0.0;28.0;11;Spain;Segunda RFEF;1.0;Desconocido;Desconocido;Delantero Centro;Delantero;Mediocampista Central Derecho;Mediocampista
-677058;65.38;0.0;88.89;0.0;0.94;12.19;0.0;0.47;0.0;0;192;0.0;0.0;192;0;0;0.0;42.86;50.0;82;0.94;Christ Daniel Pitaco Ahouzan;72.73;recreativo granada;1.41;2;0.0;0.0;0.0;0.0;0.0;https://cdn5.wyscout.com/photos/team/public/g22404_120x120.png;9.38;0.0;0.0;Segunda Division RFEF;82.93;0.0;0.0;['CIV'];0.46;0;;3;1.88;19.22;3.75;0.0;22.97;0.0;0;0.0;0.47;3.28;0;0.0;0.0;0.0;0.0;0.0;5.16;0.0;2003-02-02;0.0;0.0;75.51;CIV;0.22;0.0;60.0;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;37.5;0.0;0.0;False;Recreativo Granada;0;0;5.4;0.0;['CB'];0.0;0.0;0.0;0;0.0;0;6.56;11.72;C. Daniel;23.48;0;64.29;0.0;d2342e;100.0;5.16;0.0;0.0;0.0;0;0;0.0;0.0;0.0;4.22;0;CB;0.0;23.33;0.0;0.0;0.0;"[""Côte d'Ivoire""]";0.0;0.0;0;0.0;8.44;2003-02-02;0.0;50.0;0.0;1.41;0;0.0;22.0;0;Côte d'Ivoire;Segunda RFEF;4.0;Defensa Central;Central;Desconocido;Desconocido;Desconocido;Desconocido
-118941;47.06;1.23;84.85;1.58;0.0;1.49;0.0;1.49;0.0;0;1028;0.0;0.0;0;3;0;2.8;33.33;47.37;94;1.75;Iker Burgos López;33.9;recreativo granada;1.66;20;0.35;0.0;1.4;44.44;0.18;https://cdn5.wyscout.com/photos/team/public/g22404_120x120.png;22.32;0.0;0.0;Segunda Division RFEF;75.58;0.0;0.0;['ESP'];2.37;3;0;12;1.66;7.53;0.18;0.09;7.88;0.18;0;0.0;0.26;0.79;0;0.0;33.06;0.0;0.0;0.0;5.17;0.0;2001-10-17;0.18;0.0;74.44;ESP;0.21;0.02;33.33;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;100.0;0.0;0.0;False;Recreativo Granada;2;0;3.05;10.86;['CF'];0.18;0.0;0.0;0;0.0;0;0.26;5.25;Iker Burgos;18.71;0;66.67;0.0;d2342e;84.21;2.98;0.13;0.0;0.09;0;0;0.09;0.0;0.0;2.1;0;CF;15.0;6.77;0.0;0.0;0.26;['Spain'];0.0;0.0;0;100.0;2.89;2001-10-17;0.26;45.0;0.0;2.54;0;0.0;23.0;0;Spain;Segunda RFEF;4.0;Delantero Centro;Delantero;Desconocido;Desconocido;Desconocido;Desconocido
-435359;62.7;1.65;76.4;3.3;0.63;15.99;1.4;3.68;0.63;0;709;0.0;0.51;0;0;0;0.38;51.79;71.62;100;1.14;Yago Rodríguez Pérez;25.0;salamanca cf uds;4.19;9;1.78;25.0;0.63;50.0;3.81;https://cdn5.wyscout.com/photos/team/public/774_120x120.png;23.61;0.0;0.0;Segunda Division RFEF;84.39;0.38;0.0;['ESP'];0.21;0;right;10;9.39;26.02;7.24;0.38;36.56;3.81;0;0.0;0.38;7.11;0;0.0;28.99;0.13;0.0;0.13;2.03;0.25;2005-07-01;0.38;0.0;72.57;ESP;0.03;0.39;48.92;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;49.12;0.0;36.67;False;Salamanca CF UDS;3;0;4.97;8.76;['RB'];3.94;0.0;100.0;0;0.0;0;9.39;25.64;Yago Rodríguez;21.68;0;63.51;0.0;000000;100.0;10.16;0.62;0.25;0.51;0;0;0.25;0.0;0.0;3.05;0;RB;0.0;35.3;36.67;0.0;0.0;['Spain'];0.0;0.0;0;41.94;11.3;2005-07-01;0.0;44.44;0.05;0.38;0;0.0;19.0;0;Spain;Segunda RFEF;1.0;Lateral Derecho;Lateral;Desconocido;Desconocido;Desconocido;Desconocido
-447900;50.0;2.08;100.0;0.69;0.69;12.46;0.0;0.69;0.0;0;130;0.0;0.0;0;0;0;0.0;66.67;60.0;100;0.0;Marcos Peña Ocaña;60.0;almería b;1.38;0;0.0;0.0;1.38;100.0;0.0;https://cdn5.wyscout.com/photos/team/public/2107_120x120.png;14.54;0.0;0.0;Primera Division RFEF;80.95;0.0;0.0;['ESP'];0.0;0;unknown;2;6.92;14.54;5.54;1.38;20.08;0.0;0;0.0;0.0;2.08;0;0.0;100.0;0.0;0.0;0.0;3.46;0.0;2005-01-22;0.69;0.0;65.52;ESP;0.0;0.15;61.9;0.0;https://cdn5.wyscout.com/photos/players/public/g-447900_100x130.png;25.0;0.0;0.0;False;Marbella;1;0;5.0;1.38;['RB'];0.69;0.0;0.0;0;0.0;0;6.23;11.77;Marcos Peña;20.57;0;55.56;0.0;0000FF;100.0;10.38;1.43;1.38;0.69;0;0;0.0;0.0;0.0;4.85;0;RB;0.0;18.01;0.0;0.0;0.0;['Spain'];0.0;0.0;2027-06-30;0.0;2.77;2005-01-22;0.0;0.0;0.1;0.0;0;0.0;20.0;0;Spain;Segunda RFEF;4.0;Lateral Derecho;Lateral;Desconocido;Desconocido;Desconocido;Desconocido
-500820;57.58;1.92;55.1;0.92;0.0;2.35;0.07;1.64;0.0;0;1266;0.0;0.21;180;4;0;1.14;50.0;62.86;95;2.42;Toni Paredes;40.74;sant andreu;2.27;34;0.92;0.0;1.42;53.85;0.5;https://cdn5.wyscout.com/photos/team/public/2510_120x120.png;19.98;0.0;0.0;Segunda Division RFEF;70.63;0.36;0.07;['ESP'];4.66;4;right;23;2.49;10.17;0.5;0.0;11.16;0.36;0;0.0;0.71;1.42;0;0.0;20.21;0.21;0.0;0.0;5.76;0.14;2000-03-01;0.14;0.07;68.15;ESP;0.33;0.93;34.16;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;71.43;0.07;14.29;False;Sant Andreu;2;74;2.21;6.68;['CF'];1.07;0.14;0.0;0;0.0;1;1.21;7.82;T. Paredes;14.68;0;58.82;0.0;000000;90.63;2.91;0.0;0.0;0.57;0;0;0.07;0.07;0.0;1.35;1;CF;11.765;5.43;20.0;0.0;0.28;['Spain'];0.0;0.0;2025-06-30;26.67;3.48;2000-03-01;0.28;44.12;0.07;3.34;0;0.0;25.0;0;Spain;Segunda RFEF;3.0;Delantero Centro;Delantero;Desconocido;Desconocido;Desconocido;Desconocido
-641859;60.0;1.03;84.09;3.38;0.0;5.87;0.0;2.5;0.0;LW;613;0.0;1.03;0;2;0;2.06;60.0;76.92;21;0.88;Ibai Reches;23.53;cornellà;4.4;6;1.17;57.14;1.03;39.13;0.44;https://cdn5.wyscout.com/photos/team/public/g11768_120x120.png;25.4;0.0;0.0;Segunda Division RFEF;83.7;0.29;0.0;['ESP'];1.35;2;;13;5.73;19.82;2.2;0.0;22.46;0.15;0;0.0;1.47;2.94;0;0.0;26.6;0.88;0.0;0.0;2.5;0.0;2005-06-05;0.0;0.0;79.08;ESP;0.2;1.09;41.62;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;53.33;0.15;0.0;False;Cornellà;0;0;3.54;13.8;['LCMF3', 'LAMF', 'LW'];0.88;0.29;50.0;0;0.0;0;3.23;16.15;I. Reches;14.86;18;72.73;0.0;008000;93.33;6.9;0.0;0.29;1.32;0;0;0.0;0.0;0.0;2.5;1;LCMF3;33.333;25.39;0.0;0.0;0.29;['Spain'];0.0;0.0;0;33.33;6.46;2005-06-05;0.29;83.33;0.16;1.76;LAMF;0.0;19.0;13;Spain;Segunda RFEF;3.0;Desconocido;Desconocido;Mediocampista Ofensivo Izquierdo;Mediapunta;Extremo Izquierdo;Extremo
-357047;100.0;2.51;75.0;1.51;0.0;1.51;0.0;1.01;0.5;0;179;0.0;0.0;0;0;0;1.01;0.0;50.0;100;2.51;Joel Sanchez;31.25;cd calahorra;4.02;5;0.5;0.0;2.01;33.33;0.5;https://cdn5.wyscout.com/photos/team/public/g9840_120x120.png;39.22;0.0;0.0;Segunda Division RFEF;70.0;0.0;0.0;['ESP'];0.74;0;unknown;6;4.02;15.08;0.0;0.0;15.59;0.5;0;0.0;0.0;0.5;0;0.0;14.29;0.0;0.0;0.0;8.04;0.0;2005-03-05;0.5;0.0;67.74;ESP;0.37;0.0;25.64;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;0.0;0.0;0.0;True;CD Calahorra;1;0;3.53;17.6;['CF'];0.0;0.0;0.0;0;0.0;0;0.5;5.53;Joel Sanchez;12.88;0;0.0;0.0;000000;87.5;4.02;0.0;0.0;0.0;0;0;0.5;0.0;0.0;2.01;0;CF;0.0;0.0;0.0;0.0;0.0;['Spain'];0.0;0.0;0;0.0;4.02;2005-03-05;0.0;20.0;0.0;4.53;0;0.0;20.0;0;Spain;Segunda RFEF;2.0;Delantero Centro;Delantero;Desconocido;Desconocido;Desconocido;Desconocido
-662952;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;33;0.0;0.0;0;0;0;0.0;0.0;0.0;83;0.0;Guillermo Zorrilla Peñacorada;0.0;laredo;0.0;1;0.0;0.0;0.0;0.0;0.0;https://cdn5.wyscout.com/photos/team/public/g9451_120x120.png;0.0;0.0;0.0;Segunda Division RFEF;0.0;0.0;0.0;['ESP'];0.01;0;;2;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2005-01-01;0.0;0.0;0.0;ESP;0.0;0.18;0.0;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;0.0;0.0;0.0;False;Laredo;0;0;0.0;0.0;['LWB', 'RW'];0.0;0.0;0.0;0;0.0;0;0.0;0.0;G. Peñacorada;16.24;16;0.0;0.0;000000;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0;LWB;0.0;0.0;0.0;0.0;0.0;['Spain'];0.0;0.0;0;0.0;0.0;2005-01-01;0.0;0.0;0.0;0.0;RW;0.0;20.0;0;Spain;Segunda RFEF;1.0;Carrilero Izquierdo;Lateral;Extremo Derecho;Extremo;Desconocido;Desconocido
-658573;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;29;0.0;0.0;0;0;0;0.0;0.0;0.0;55;0.0;Adrian Higuera Mendez;0.0;laredo;0.0;0;0.0;0.0;0.0;0.0;0.0;https://cdn5.wyscout.com/photos/team/public/g9451_120x120.png;0.0;0.0;0.0;Segunda Division RFEF;0.0;0.0;0.0;['ESP'];0.0;0;unknown;2;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;ESP;0.0;0.0;0.0;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;0.0;0.0;0.0;False;Laredo;0;0;6.0;0.0;['CF', 'LB'];0.0;0.0;0.0;0;0.0;0;0.0;0.0;A. Higuera Mendez;16.38;44;0.0;0.0;000000;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0;CF;0.0;0.0;0.0;0.0;0.0;['Spain'];0.0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;LB;0.0;0.0;0;Spain;Segunda RFEF;1.0;Delantero Centro;Delantero;Lateral Izquierdo;Lateral;Desconocido;Desconocido
-626371;70.59;1.36;80.0;2.71;0.0;7.69;0.9;2.71;0.0;AMF;199;0.0;0.0;0;0;0;1.36;83.33;60.0;38;1.81;Yago San Miguel Diéguez;25.0;real valladolid promesas;5.43;4;0.9;0.0;2.26;50.0;1.81;https://cdn5.wyscout.com/photos/team/public/g4802_120x120.png;20.8;50.0;0.0;Segunda Division RFEF;81.63;0.0;0.0;['ESP'];0.5;0;;7;6.78;22.16;1.36;0.0;25.33;0.9;0;0.0;1.81;2.71;0;0.0;33.33;0.0;0.0;0.0;1.81;0.0;2006-04-21;0.0;0.0;78.57;ESP;0.23;0.29;41.3;0.0;https://cdn5.wyscout.com/reports-img/photo-not-found.png;66.67;0.0;50.0;False;Real Valladolid Promesas;0;0;2.14;9.5;['RW', 'LW', 'AMF'];4.07;0.9;0.0;0;0.0;0;5.43;15.38;Yago San Miguel;17.21;29;91.67;0.0;632d8e;83.33;5.43;0.0;0.45;2.26;0;0;0.0;0.0;0.0;1.36;0;RW;0.0;14.41;50.0;0.0;0.0;['Spain'];0.0;0.0;0;66.67;9.05;2006-04-21;0.0;25.0;0.13;3.17;LW;0.0;18.0;26;Spain;Segunda RFEF;1.0;Extremo Derecho;Extremo;Extremo Izquierdo;Extremo;Mediocampista Ofensivo;Mediapunta
-323030;67.74;1.25;83.87;1.56;0.0;9.65;0.93;3.11;0.0;RAMF;289;0.0;0.0;175;2;0;2.18;77.78;50.0;57;1.87;Pol Fortuny Aubareda;16.67;real madrid c;5.61;6;1.56;0.0;0.31;40.0;2.49;https://cdn5.wyscout.com/photos/team/public/g9519_120x120.png;15.26;0.0;0.0;Segunda Division RFEF;85.0;0.0;0.0;['ESP'];0.77;2;left;4;4.36;24.91;1.56;0.0;28.65;2.18;0;0.0;1.56;2.8;0;0.0;43.48;0.0;0.0;0.93;1.87;0.0;2005-03-11;0.31;0.0;80.43;ESP;0.24;0.53;38.78;0.0;https://cdn5.wyscout.com/photos/players/public/g-323030_100x130.png;40.0;0.0;50.0;False;Real Madrid C;1;66;2.9;7.16;['RW', 'AMF', 'RAMF'];3.11;0.31;0.0;0;0.0;0;6.23;20.24;Pol Fortuny;21.67;31;60.0;0.0;313131;100.0;4.05;0.0;3.11;2.18;0;0;0.0;0.0;0.0;1.87;0;RW;33.333;45.1;57.14;0.0;0.62;['Spain'];0.0;0.0;2026-06-30;60.0;9.65;2005-03-11;0.62;66.67;0.17;2.49;AMF;0.0;20.0;10;Spain;Segunda RFEF;5.0;Extremo Derecho;Extremo;Mediocampista Ofensivo;Mediapunta;Mediocampista Ofensivo Derecho;Mediapunta
